"Sector","Year","Statistic Label","UNIT","VALUE"
"Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","2003","Carbon Dioxide (CO2) Emissions","000 Tonnes","243.01"
"Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","2003","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.03"
"Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","2003","Methane (CH4) Emissions","000 Tonnes","0.02"
"Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","2003","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","251.64"
"Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","2004","Carbon Dioxide (CO2) Emissions","000 Tonnes","231.17"
"Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","2004","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.03"
"Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","2004","Methane (CH4) Emissions","000 Tonnes","0.03"
"Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","2004","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","239.66"
"Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","2005","Carbon Dioxide (CO2) Emissions","000 Tonnes","225.76"
"Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","2005","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.03"
"Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","2005","Methane (CH4) Emissions","000 Tonnes","0.03"
"Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","2005","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","234.86"
"Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","2006","Carbon Dioxide (CO2) Emissions","000 Tonnes","245.9"
"Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","2006","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.03"
"Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","2006","Methane (CH4) Emissions","000 Tonnes","0.03"
"Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","2006","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","255.86"
"Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","2007","Carbon Dioxide (CO2) Emissions","000 Tonnes","212.88"
"Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","2007","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.02"
"Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","2007","Methane (CH4) Emissions","000 Tonnes","0.02"
"Pulp, paper and paper products, publishing, printing and reproduction of recorded media (NACE 21, 22)","2007","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","220.98"
"Basic metals and fabricated metal products (NACE 27, 28)","1994","Carbon Dioxide (CO2) Emissions","000 Tonnes","547.6"
"Basic metals and fabricated metal products (NACE 27, 28)","1994","Nitrous Oxide (N2O) Emissions","000 Tonnes","0"
"Basic metals and fabricated metal products (NACE 27, 28)","1994","Methane (CH4) Emissions","000 Tonnes","0.1"
"Basic metals and fabricated metal products (NACE 27, 28)","1994","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","561.1"
"Basic metals and fabricated metal products (NACE 27, 28)","1995","Carbon Dioxide (CO2) Emissions","000 Tonnes","563.2"
"Basic metals and fabricated metal products (NACE 27, 28)","1995","Nitrous Oxide (N2O) Emissions","000 Tonnes","0"
"Basic metals and fabricated metal products (NACE 27, 28)","1995","Methane (CH4) Emissions","000 Tonnes","0"
"Basic metals and fabricated metal products (NACE 27, 28)","1995","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","576.8"
"Basic metals and fabricated metal products (NACE 27, 28)","1996","Carbon Dioxide (CO2) Emissions","000 Tonnes","598.6"
"Basic metals and fabricated metal products (NACE 27, 28)","1996","Nitrous Oxide (N2O) Emissions","000 Tonnes","0"
"Basic metals and fabricated metal products (NACE 27, 28)","1996","Methane (CH4) Emissions","000 Tonnes","0"
"Basic metals and fabricated metal products (NACE 27, 28)","1996","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","612.4"
"Basic metals and fabricated metal products (NACE 27, 28)","1997","Carbon Dioxide (CO2) Emissions","000 Tonnes","969"
"Basic metals and fabricated metal products (NACE 27, 28)","1997","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.07"
"Basic metals and fabricated metal products (NACE 27, 28)","1997","Methane (CH4) Emissions","000 Tonnes","0.04"
"Basic metals and fabricated metal products (NACE 27, 28)","1997","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","990.9"
"Basic metals and fabricated metal products (NACE 27, 28)","1998","Carbon Dioxide (CO2) Emissions","000 Tonnes","1733.58"
"Basic metals and fabricated metal products (NACE 27, 28)","1998","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.22"
"Basic metals and fabricated metal products (NACE 27, 28)","1998","Methane (CH4) Emissions","000 Tonnes","0.1"
"Basic metals and fabricated metal products (NACE 27, 28)","1998","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","1804.35"
"Basic metals and fabricated metal products (NACE 27, 28)","1999","Carbon Dioxide (CO2) Emissions","000 Tonnes","1645.77"
"Basic metals and fabricated metal products (NACE 27, 28)","1999","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.24"
"Basic metals and fabricated metal products (NACE 27, 28)","1999","Methane (CH4) Emissions","000 Tonnes","0.11"
"Basic metals and fabricated metal products (NACE 27, 28)","1999","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","1721.42"
"Basic metals and fabricated metal products (NACE 27, 28)","2000","Carbon Dioxide (CO2) Emissions","000 Tonnes","1731.37"
"Basic metals and fabricated metal products (NACE 27, 28)","2000","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.24"
"Basic metals and fabricated metal products (NACE 27, 28)","2000","Methane (CH4) Emissions","000 Tonnes","0.11"
"Basic metals and fabricated metal products (NACE 27, 28)","2000","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","1809.13"
"Basic metals and fabricated metal products (NACE 27, 28)","2001","Carbon Dioxide (CO2) Emissions","000 Tonnes","1637.21"
"Basic metals and fabricated metal products (NACE 27, 28)","2001","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.22"
"Basic metals and fabricated metal products (NACE 27, 28)","2001","Methane (CH4) Emissions","000 Tonnes","0.09"
"Basic metals and fabricated metal products (NACE 27, 28)","2001","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","1706.16"
"Basic metals and fabricated metal products (NACE 27, 28)","2002","Carbon Dioxide (CO2) Emissions","000 Tonnes","1629.87"
"Basic metals and fabricated metal products (NACE 27, 28)","2002","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.2"
"Basic metals and fabricated metal products (NACE 27, 28)","2002","Methane (CH4) Emissions","000 Tonnes","0.09"
"Basic metals and fabricated metal products (NACE 27, 28)","2002","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","1695.09"
"Basic metals and fabricated metal products (NACE 27, 28)","2003","Carbon Dioxide (CO2) Emissions","000 Tonnes","1594.41"
"Basic metals and fabricated metal products (NACE 27, 28)","2003","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.2"
"Basic metals and fabricated metal products (NACE 27, 28)","2003","Methane (CH4) Emissions","000 Tonnes","0.1"
"Basic metals and fabricated metal products (NACE 27, 28)","2003","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","1657.33"
"Basic metals and fabricated metal products (NACE 27, 28)","2004","Carbon Dioxide (CO2) Emissions","000 Tonnes","1599.48"
"Basic metals and fabricated metal products (NACE 27, 28)","2004","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.21"
"Basic metals and fabricated metal products (NACE 27, 28)","2004","Methane (CH4) Emissions","000 Tonnes","0.11"
"Basic metals and fabricated metal products (NACE 27, 28)","2004","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","1665.89"
"Basic metals and fabricated metal products (NACE 27, 28)","2005","Carbon Dioxide (CO2) Emissions","000 Tonnes","1435.51"
"Basic metals and fabricated metal products (NACE 27, 28)","2005","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.21"
"Basic metals and fabricated metal products (NACE 27, 28)","2005","Methane (CH4) Emissions","000 Tonnes","0.11"
"Basic metals and fabricated metal products (NACE 27, 28)","2005","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","1502.66"
"Basic metals and fabricated metal products (NACE 27, 28)","2006","Carbon Dioxide (CO2) Emissions","000 Tonnes","1697.65"
"Basic metals and fabricated metal products (NACE 27, 28)","2006","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.2"
"Basic metals and fabricated metal products (NACE 27, 28)","2006","Methane (CH4) Emissions","000 Tonnes","0.29"
"Basic metals and fabricated metal products (NACE 27, 28)","2006","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","1765.51"
"Basic metals and fabricated metal products (NACE 27, 28)","2007","Carbon Dioxide (CO2) Emissions","000 Tonnes","1867.68"
"Basic metals and fabricated metal products (NACE 27, 28)","2007","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.19"
"Basic metals and fabricated metal products (NACE 27, 28)","2007","Methane (CH4) Emissions","000 Tonnes","0.22"
"Basic metals and fabricated metal products (NACE 27, 28)","2007","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","1932.59"
"Electrical machinery and optical equipment (NACE 31- 33)","1994","Carbon Dioxide (CO2) Emissions","000 Tonnes","436.9"
"Electrical machinery and optical equipment (NACE 31- 33)","1994","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.1"
"Electrical machinery and optical equipment (NACE 31- 33)","1994","Methane (CH4) Emissions","000 Tonnes","0"
"Electrical machinery and optical equipment (NACE 31- 33)","1994","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","452.9"
"Electrical machinery and optical equipment (NACE 31- 33)","1995","Carbon Dioxide (CO2) Emissions","000 Tonnes","489"
"Electrical machinery and optical equipment (NACE 31- 33)","1995","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.1"
"Electrical machinery and optical equipment (NACE 31- 33)","1995","Methane (CH4) Emissions","000 Tonnes","0"
"Electrical machinery and optical equipment (NACE 31- 33)","1995","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","505.3"
"Electrical machinery and optical equipment (NACE 31- 33)","1996","Carbon Dioxide (CO2) Emissions","000 Tonnes","631.7"
"Electrical machinery and optical equipment (NACE 31- 33)","1996","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.1"
"Electrical machinery and optical equipment (NACE 31- 33)","1996","Methane (CH4) Emissions","000 Tonnes","0"
"Electrical machinery and optical equipment (NACE 31- 33)","1996","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","653.4"
"Electrical machinery and optical equipment (NACE 31- 33)","1997","Carbon Dioxide (CO2) Emissions","000 Tonnes","268.6"
"Electrical machinery and optical equipment (NACE 31- 33)","1997","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.02"
"Electrical machinery and optical equipment (NACE 31- 33)","1997","Methane (CH4) Emissions","000 Tonnes","0"
"Electrical machinery and optical equipment (NACE 31- 33)","1997","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","276.4"
"Electrical machinery and optical equipment (NACE 31- 33)","1998","Carbon Dioxide (CO2) Emissions","000 Tonnes","286.18"
"Electrical machinery and optical equipment (NACE 31- 33)","1998","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.06"
"Electrical machinery and optical equipment (NACE 31- 33)","1998","Methane (CH4) Emissions","000 Tonnes","0.09"
"Electrical machinery and optical equipment (NACE 31- 33)","1998","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","305.93"
"Electrical machinery and optical equipment (NACE 31- 33)","1999","Carbon Dioxide (CO2) Emissions","000 Tonnes","312.97"
"Electrical machinery and optical equipment (NACE 31- 33)","1999","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.06"
"Electrical machinery and optical equipment (NACE 31- 33)","1999","Methane (CH4) Emissions","000 Tonnes","0.08"
"Electrical machinery and optical equipment (NACE 31- 33)","1999","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","333.18"
"Electrical machinery and optical equipment (NACE 31- 33)","2000","Carbon Dioxide (CO2) Emissions","000 Tonnes","348.98"
"Electrical machinery and optical equipment (NACE 31- 33)","2000","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.06"
"Electrical machinery and optical equipment (NACE 31- 33)","2000","Methane (CH4) Emissions","000 Tonnes","0.09"
"Electrical machinery and optical equipment (NACE 31- 33)","2000","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","369.14"
"Electrical machinery and optical equipment (NACE 31- 33)","2001","Carbon Dioxide (CO2) Emissions","000 Tonnes","362.84"
"Electrical machinery and optical equipment (NACE 31- 33)","2001","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.05"
"Electrical machinery and optical equipment (NACE 31- 33)","2001","Methane (CH4) Emissions","000 Tonnes","0.09"
"Electrical machinery and optical equipment (NACE 31- 33)","2001","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","380.99"
"Electrical machinery and optical equipment (NACE 31- 33)","2002","Carbon Dioxide (CO2) Emissions","000 Tonnes","334.86"
"Electrical machinery and optical equipment (NACE 31- 33)","2002","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.05"
"Electrical machinery and optical equipment (NACE 31- 33)","2002","Methane (CH4) Emissions","000 Tonnes","0.07"
"Electrical machinery and optical equipment (NACE 31- 33)","2002","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","352.03"
"Electrical machinery and optical equipment (NACE 31- 33)","2003","Carbon Dioxide (CO2) Emissions","000 Tonnes","318.82"
"Electrical machinery and optical equipment (NACE 31- 33)","2003","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.05"
"Electrical machinery and optical equipment (NACE 31- 33)","2003","Methane (CH4) Emissions","000 Tonnes","0.05"
"Electrical machinery and optical equipment (NACE 31- 33)","2003","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","335.01"
"Electrical machinery and optical equipment (NACE 31- 33)","2004","Carbon Dioxide (CO2) Emissions","000 Tonnes","285.91"
"Electrical machinery and optical equipment (NACE 31- 33)","2004","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.05"
"Electrical machinery and optical equipment (NACE 31- 33)","2004","Methane (CH4) Emissions","000 Tonnes","0.05"
"Electrical machinery and optical equipment (NACE 31- 33)","2004","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","301.9"
"Electrical machinery and optical equipment (NACE 31- 33)","2005","Carbon Dioxide (CO2) Emissions","000 Tonnes","337.98"
"Electrical machinery and optical equipment (NACE 31- 33)","2005","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.05"
"Electrical machinery and optical equipment (NACE 31- 33)","2005","Methane (CH4) Emissions","000 Tonnes","0.05"
"Electrical machinery and optical equipment (NACE 31- 33)","2005","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","356"
"Electrical machinery and optical equipment (NACE 31- 33)","2006","Carbon Dioxide (CO2) Emissions","000 Tonnes","415.59"
"Electrical machinery and optical equipment (NACE 31- 33)","2006","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.06"
"Electrical machinery and optical equipment (NACE 31- 33)","2006","Methane (CH4) Emissions","000 Tonnes","0.06"
"Electrical machinery and optical equipment (NACE 31- 33)","2006","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","434.35"
"Electrical machinery and optical equipment (NACE 31- 33)","2007","Carbon Dioxide (CO2) Emissions","000 Tonnes","254.72"
"Electrical machinery and optical equipment (NACE 31- 33)","2007","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.05"
"Electrical machinery and optical equipment (NACE 31- 33)","2007","Methane (CH4) Emissions","000 Tonnes","0.04"
"Electrical machinery and optical equipment (NACE 31- 33)","2007","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","269.54"
"Transport equipment (NACE 34, 35)","1994","Carbon Dioxide (CO2) Emissions","000 Tonnes","75.2"
"Transport equipment (NACE 34, 35)","1994","Nitrous Oxide (N2O) Emissions","000 Tonnes","0"
"Transport equipment (NACE 34, 35)","1994","Methane (CH4) Emissions","000 Tonnes","0"
"Transport equipment (NACE 34, 35)","1994","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","78"
"Transport equipment (NACE 34, 35)","1995","Carbon Dioxide (CO2) Emissions","000 Tonnes","89.8"
"Transport equipment (NACE 34, 35)","1995","Nitrous Oxide (N2O) Emissions","000 Tonnes","0"
"Transport equipment (NACE 34, 35)","1995","Methane (CH4) Emissions","000 Tonnes","0"
"Transport equipment (NACE 34, 35)","1995","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","92.7"
"Transport equipment (NACE 34, 35)","1996","Carbon Dioxide (CO2) Emissions","000 Tonnes","86.4"
"Transport equipment (NACE 34, 35)","1996","Nitrous Oxide (N2O) Emissions","000 Tonnes","0"
"Transport equipment (NACE 34, 35)","1996","Methane (CH4) Emissions","000 Tonnes","0"
"Transport equipment (NACE 34, 35)","1996","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","89.3"
"Transport equipment (NACE 34, 35)","1997","Carbon Dioxide (CO2) Emissions","000 Tonnes","99"
"Transport equipment (NACE 34, 35)","1997","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.01"
"Transport equipment (NACE 34, 35)","1997","Methane (CH4) Emissions","000 Tonnes","0"
"Transport equipment (NACE 34, 35)","1997","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","102.1"
"Transport equipment (NACE 34, 35)","1998","Carbon Dioxide (CO2) Emissions","000 Tonnes","92.88"
"Transport equipment (NACE 34, 35)","1998","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.01"
"Transport equipment (NACE 34, 35)","1998","Methane (CH4) Emissions","000 Tonnes","0.02"
"Transport equipment (NACE 34, 35)","1998","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","97.84"
"Transport equipment (NACE 34, 35)","1999","Carbon Dioxide (CO2) Emissions","000 Tonnes","99.45"
"Transport equipment (NACE 34, 35)","1999","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.02"
"Transport equipment (NACE 34, 35)","1999","Methane (CH4) Emissions","000 Tonnes","0.02"
"Transport equipment (NACE 34, 35)","1999","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","104.53"
"Transport equipment (NACE 34, 35)","2000","Carbon Dioxide (CO2) Emissions","000 Tonnes","105.89"
"Transport equipment (NACE 34, 35)","2000","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.01"
"Transport equipment (NACE 34, 35)","2000","Methane (CH4) Emissions","000 Tonnes","0.01"
"Transport equipment (NACE 34, 35)","2000","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","110.72"
"Transport equipment (NACE 34, 35)","2001","Carbon Dioxide (CO2) Emissions","000 Tonnes","112.04"
"Transport equipment (NACE 34, 35)","2001","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.01"
"Transport equipment (NACE 34, 35)","2001","Methane (CH4) Emissions","000 Tonnes","0.02"
"Transport equipment (NACE 34, 35)","2001","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","116.92"
"Transport equipment (NACE 34, 35)","2002","Carbon Dioxide (CO2) Emissions","000 Tonnes","103.11"
"Transport equipment (NACE 34, 35)","2002","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.01"
"Transport equipment (NACE 34, 35)","2002","Methane (CH4) Emissions","000 Tonnes","0.01"
"Transport equipment (NACE 34, 35)","2002","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","107.25"
"Transport equipment (NACE 34, 35)","2003","Carbon Dioxide (CO2) Emissions","000 Tonnes","90.07"
"Transport equipment (NACE 34, 35)","2003","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.01"
"Transport equipment (NACE 34, 35)","2003","Methane (CH4) Emissions","000 Tonnes","0.01"
"Transport equipment (NACE 34, 35)","2003","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","93.29"
"Transport equipment (NACE 34, 35)","2004","Carbon Dioxide (CO2) Emissions","000 Tonnes","84.39"
"Transport equipment (NACE 34, 35)","2004","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.01"
"Transport equipment (NACE 34, 35)","2004","Methane (CH4) Emissions","000 Tonnes","0.01"
"Transport equipment (NACE 34, 35)","2004","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","87.53"
"Transport equipment (NACE 34, 35)","2005","Carbon Dioxide (CO2) Emissions","000 Tonnes","91.19"
"Transport equipment (NACE 34, 35)","2005","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.01"
"Transport equipment (NACE 34, 35)","2005","Methane (CH4) Emissions","000 Tonnes","0.01"
"Transport equipment (NACE 34, 35)","2005","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","94.54"
"Transport equipment (NACE 34, 35)","2006","Carbon Dioxide (CO2) Emissions","000 Tonnes","90.95"
"Transport equipment (NACE 34, 35)","2006","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.01"
"Transport equipment (NACE 34, 35)","2006","Methane (CH4) Emissions","000 Tonnes","0.01"
"Transport equipment (NACE 34, 35)","2006","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","94.04"
"Transport equipment (NACE 34, 35)","2007","Carbon Dioxide (CO2) Emissions","000 Tonnes","93.41"
"Transport equipment (NACE 34, 35)","2007","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.01"
"Transport equipment (NACE 34, 35)","2007","Methane (CH4) Emissions","000 Tonnes","0.01"
"Transport equipment (NACE 34, 35)","2007","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","95.91"
"Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","1994","Carbon Dioxide (CO2) Emissions","000 Tonnes","304.7"
"Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","1994","Nitrous Oxide (N2O) Emissions","000 Tonnes","0"
"Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","1994","Methane (CH4) Emissions","000 Tonnes","0.2"
"Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","1994","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","314.1"
"Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","1995","Carbon Dioxide (CO2) Emissions","000 Tonnes","286.3"
"Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","1995","Nitrous Oxide (N2O) Emissions","000 Tonnes","0"
"Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","1995","Methane (CH4) Emissions","000 Tonnes","0.1"
"Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","1995","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","294.7"
"Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","1996","Carbon Dioxide (CO2) Emissions","000 Tonnes","278.9"
"Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","1996","Nitrous Oxide (N2O) Emissions","000 Tonnes","0"
"Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","1996","Methane (CH4) Emissions","000 Tonnes","0.1"
"Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","1996","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","286.7"
"Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","1997","Carbon Dioxide (CO2) Emissions","000 Tonnes","161.9"
"Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","1997","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.01"
"Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","1997","Methane (CH4) Emissions","000 Tonnes","0.08"
"Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","1997","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","165.5"
"Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","1998","Carbon Dioxide (CO2) Emissions","000 Tonnes","281.28"
"Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","1998","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.04"
"Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","1998","Methane (CH4) Emissions","000 Tonnes","0.02"
"Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","1998","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","294.96"
"Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","1999","Carbon Dioxide (CO2) Emissions","000 Tonnes","290.34"
"Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","1999","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.04"
"Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","1999","Methane (CH4) Emissions","000 Tonnes","0.02"
"Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","1999","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","304.27"
"Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","2000","Carbon Dioxide (CO2) Emissions","000 Tonnes","298.58"
"Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","2000","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.04"
"Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","2000","Methane (CH4) Emissions","000 Tonnes","0.02"
"Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","2000","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","311.65"
"Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","2001","Carbon Dioxide (CO2) Emissions","000 Tonnes","298.69"
"Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","2001","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.04"
"Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","2001","Methane (CH4) Emissions","000 Tonnes","0.02"
"Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","2001","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","311.45"
"Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","2002","Carbon Dioxide (CO2) Emissions","000 Tonnes","280.19"
"Manufacturing n.e.c., recycling, coke, refined petroleum products, nuclear fuel (NACE 36, 37, 23)","2002","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.04"
